id,recording_id,user_id,stage_type,status,failed,failed_at,failed_reason,retry_count,stage_meta,completed_at,created_at,updated_at,skip_reason,started_at
63,72,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/72/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/72/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-28 07:26:34.804579+03,2026-01-28 07:26:34.805883+03,2026-01-28 07:26:34.805884+03,,
64,74,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/74/transcriptions"},2026-01-29 12:22:20.263495+03,2026-01-29 12:22:20.313763+03,2026-01-29 12:22:20.313767+03,,
65,75,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/75/transcriptions"},2026-01-29 12:22:28.759986+03,2026-01-29 12:22:28.810103+03,2026-01-29 12:22:28.810105+03,,
66,74,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-29 12:22:39.934541+03,2026-01-29 12:22:39.937088+03,2026-01-29 12:22:39.93709+03,,
67,74,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/74/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/74/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-29 12:22:40.013824+03,2026-01-29 12:22:40.015768+03,2026-01-29 12:22:40.015769+03,,
68,75,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-29 12:22:45.447087+03,2026-01-29 12:22:45.457387+03,2026-01-29 12:22:45.457394+03,,
69,75,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/75/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/75/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-29 12:22:45.576129+03,2026-01-29 12:22:45.578533+03,2026-01-29 12:22:45.578536+03,,
70,80,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/80/transcriptions"},2026-01-31 00:40:04.475201+03,2026-01-31 00:39:46.85643+03,2026-01-31 00:40:04.525498+03,,
71,80,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/80/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/80/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-31 00:40:04.579149+03,2026-01-31 00:40:04.571938+03,2026-01-31 00:40:04.588786+03,,
72,80,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-31 00:40:24.992198+03,2026-01-31 00:40:04.573218+03,2026-01-31 00:40:25.014598+03,,
74,77,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/77/transcriptions"},2026-01-31 08:28:52.553316+03,2026-01-31 08:28:28.767377+03,2026-01-31 08:28:52.59497+03,,
75,77,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/77/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/77/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-31 08:28:52.653454+03,2026-01-31 08:28:52.64632+03,2026-01-31 08:28:52.667508+03,,
73,81,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/81/transcriptions"},2026-01-31 08:28:57.60183+03,2026-01-31 08:28:27.697822+03,2026-01-31 08:28:57.661096+03,,
77,81,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/81/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/81/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-31 08:28:57.718141+03,2026-01-31 08:28:57.711338+03,2026-01-31 08:28:57.726031+03,,
76,77,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-31 08:29:06.365377+03,2026-01-31 08:28:52.648097+03,2026-01-31 08:29:06.386239+03,,
78,81,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-31 08:29:15.019222+03,2026-01-31 08:28:57.712756+03,2026-01-31 08:29:15.037718+03,,
80,93,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/93/transcriptions"},2026-01-31 08:33:09.41152+03,2026-01-31 08:32:39.758117+03,2026-01-31 08:33:09.473699+03,,
81,93,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/93/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/93/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-31 08:33:09.532321+03,2026-01-31 08:33:09.525631+03,2026-01-31 08:33:09.541521+03,,
79,73,01KFHA268GJEDP4Z5C8Z3CBEQD,TRANSCRIBE,COMPLETED,f,,,0,{"model": "fireworks", "language": "ru", "transcription_dir": "storage/users/user_000001/recordings/73/transcriptions"},2026-01-31 08:33:24.956219+03,2026-01-31 08:32:18.676974+03,2026-01-31 08:33:25.043609+03,,
83,73,01KFHA268GJEDP4Z5C8Z3CBEQD,GENERATE_SUBTITLES,COMPLETED,f,,,0,{"files": {"srt": "storage/users/user_000001/recordings/73/transcriptions/cache/subtitles.srt", "vtt": "storage/users/user_000001/recordings/73/transcriptions/cache/subtitles.vtt"}, "formats": ["srt", "vtt"]},2026-01-31 08:33:25.113845+03,2026-01-31 08:33:25.104674+03,2026-01-31 08:33:25.122505+03,,
82,93,01KFHA268GJEDP4Z5C8Z3CBEQD,EXTRACT_TOPICS,COMPLETED,f,,,0,{"model": "deepseek", "version_id": "v1", "granularity": "long"},2026-01-31 08:33:25.185503+03,2026-01-31 08:33:09.526837+03,2026-01-31 08:33:25.200478+03,,
